36.385841,25.429562,40,THT1
36.4159,25.4282,40,SNT1
36.6106,27.1309,40,NISR
37.1609,24.4853,40,SERI
37.2497,21.013,40,STRF
37.6144,23.1189,40,EPID
37.67883,12.7556,40,CAVT
37.79082,12.92242,40,MFNL
37.80162,13.00433,40,CRJA
37.851123,20.696265,40,ORTH
37.8902,22.8692,40,ACOR
37.89337,12.75932,40,MTGR
37.9879,22.9743,40,LOUT
38.0357,22.6634,40,THAL
38.0606,23.4662,40,MDRA
38.07794,23.93306,40,DION
38.114,20.5841,40,PSDA
38.1642,23.3122,40,VILL
38.30811,21.89204,40,ROD3
38.321825,22.184363,40,PSAM
38.39341,21.87263,40,MALA
38.3959,21.72277,40,AGRP
38.415536,21.945772,40,MG05
38.621,20.656,40,EVGI
38.64956,22.99886,40,LKR
38.6839,20.5746,40,DRAG
38.7664,22.659,40,AXAR
40.19588,21.13842,40,PENT
40.398,26.4742,40,GELI
40.4861,15.458,40,SRN3
40.6319,22.9628,40,THE
40.6875,27.1777,40,RKY
40.746222,13.943825,40,IPSM
40.747895,27.327514,40,GAZK
40.75909,13.872129,40,IVLC
40.761401,14.034938,40,PTMR
40.7817,21.3836,40,FNA
40.9298,15.3331,40,AND3
41.129,27.736,40,CRLT
41.6308,27.5238,40,PHSR
41.6942,24.7388,40,RZN
42.040012,19.900001,40,PUK
42.1469,24.7475,40,PLD
42.467,26.583,40,JMB
42.5137,24.1734,40,PGB
42.6007,18.31235,40,STA
42.669083,18.14687,40,DBRK
42.768552,16.891928,40,LSTV
42.8345,22.6513,40,TRAN
42.857,23.2793,40,BLSH
42.868614,11.67894,40,SF11
42.8716,17.6999,40,STON
43.1602,27.4099,40,PRD
43.287712,17.019674,40,MAKA
43.5479,7.1312,40,EILF
43.608877,16.784453,40,CACV
43.631413,10.504497,40,VRG01
43.9545,11.5327,40,VMGN
44.004883,16.404696,40,KIJV
44.1168,27.8009,40,ICOR
44.1779,28.4224,40,MFTR
44.188961,11.43431,40,VISG
44.3207,28.0624,40,CVD1
44.37408,4.7697400000000005,40,ADHE
44.531422,15.769351,40,UDBI
44.5445,28.0467,40,TLBR
44.56347,14.87105,40,NVLJ
44.5858,28.0419,40,TLB
44.6102,27.3351,40,AMRR
44.688436,15.270319,40,KSY
44.7815,21.7128,40,MDVR
44.881,22.416,40,HERR
44.9199,26.9768,40,PGOR
44.941426,5.672365,40,AVP
44.95068,5.653199,40,AVR
44.972003,14.751474,40,BSKA
45.2926,13.8167,40,A253A
45.325086,14.483006,40,RIY
45.494952,13.501932,40,SAVD
45.5007,27.8302,40,SCHL
45.5481,26.7099,40,BISRR
45.5939,27.6687,40,TUDR
45.61527,15.467266,40,OZLJ
45.652,24.273,40,TNR
45.754,22.1246,40,SURR
45.827084,15.98687,40,ZAG
45.8512,26.6498,40,PLOR
45.887,22.898,40,DEV
45.9488,15.3177,40,LEGS
46.010799,15.6245,40,GOLS
46.0266,12.5005,40,POLC
46.0605,27.408,40,GHRR
46.061199,14.9977,40,PDKS
46.1551,16.0686,40,LOBO
46.2653,21.663,40,SIRR
46.275,13.1386,40,GEPF
46.2969,25.2919,40,ODSR
46.4342,15.0246,40,ZALS
46.4733,28.2467,40,LEOM
46.5284,24.5222,40,TGMR
46.5293,29.8723,40,PURM
46.6415,27.7911,40,VASR
46.676,23.1189,40,MARR
46.7133,23.5981,40,CJR
46.9551,26.5009,40,GIRR
46.9975,28.8175,40,KIS
47.0902,21.7856,40,BORR
47.1499,22.9494,40,MESR
47.3616,26.2276,40,PRAR
47.6147,25.2167,40,BUR01
47.6326,25.2175,40,BUR05
47.633,25.1805,40,BUR32
47.6728,23.4969,40,BMR
48.135,28.3513,40,SORM
48.2073,26.609,40,DRBR
48.4939,18.836,40,VYHS
48.9333,22.2731,40,KOLS
49.1894,20.2339,40,SPC/SK10A
49.8186,24.0318,40,LVV
