42.040012,19.900001,PUK
42.857,23.2793,BLSH
42.5137,24.1734,PGB
42.1469,24.7475,PLD
43.1602,27.4099,PRD
41.6942,24.7388,RZN
42.8345,22.6513,TRAN
42.467,26.583,JMB
44.941426,5.672365,AVP
44.95068,5.653199,AVR
43.5479,7.1312,EILF
44.37408,4.7697400000000005,ADHE
37.8902,22.8692,ACOR
38.3959,21.72277,AGRP
38.7664,22.659,AXAR
38.07794,23.93306,DION
38.6839,20.5746,DRAG
37.6144,23.1189,EPID
38.621,20.656,EVGI
40.7817,21.3836,FNA
38.64956,22.99886,LKR
37.9879,22.9743,LOUT
38.39341,21.87263,MALA
38.0606,23.4662,MDRA
38.415536,21.945772,MG05
36.6106,27.1309,NISR
37.851123,20.696265,ORTH
40.19588,21.13842,PENT
38.321825,22.184363,PSAM
38.114,20.5841,PSDA
38.30811,21.89204,ROD3
37.1609,24.4853,SERI
36.4159,25.4282,SNT1
37.2497,21.013,STRF
38.0357,22.6634,THAL
40.6319,22.9628,THE
36.385841,25.429562,THT1
38.1642,23.3122,VILL
44.972003,14.751474,BSKA
43.608877,16.784453,CACV
44.688436,15.270319,KSY
46.1551,16.0686,LOBO
45.494952,13.501932,SAVD
42.6007,18.31235,STA
45.2926,13.8167,A253A
42.669083,18.14687,DBRK
44.004883,16.404696,KIJV
42.768552,16.891928,LSTV
43.287712,17.019674,MAKA
44.56347,14.87105,NVLJ
45.61527,15.467266,OZLJ
45.325086,14.483006,RIY
42.8716,17.6999,STON
44.531422,15.769351,UDBI
45.827084,15.98687,ZAG
40.9298,15.3331,AND3
37.67883,12.7556,CAVT
37.80162,13.00433,CRJA
46.275,13.1386,GEPF
40.746222,13.943825,IPSM
40.75909,13.872129,IVLC
37.79082,12.92242,MFNL
37.89337,12.75932,MTGR
46.0266,12.5005,POLC
40.761401,14.034938,PTMR
42.868614,11.67894,SF11
40.4861,15.458,SRN3
44.188961,11.43431,VISG
43.9545,11.5327,VMGN
43.631413,10.504497,VRG01
46.9975,28.8175,KIS
46.4733,28.2467,LEOM
46.5293,29.8723,PURM
48.135,28.3513,SORM
44.6102,27.3351,AMRR
45.5481,26.7099,BISRR
47.6728,23.4969,BMR
47.0902,21.7856,BORR
47.6147,25.2167,BUR01
47.6326,25.2175,BUR05
47.633,25.1805,BUR32
46.7133,23.5981,CJR
44.3207,28.0624,CVD1
45.887,22.898,DEV
48.2073,26.609,DRBR
46.0605,27.408,GHRR
46.9551,26.5009,GIRR
44.881,22.416,HERR
44.1168,27.8009,ICOR
46.676,23.1189,MARR
44.7815,21.7128,MDVR
47.1499,22.9494,MESR
44.1779,28.4224,MFTR
46.2969,25.2919,ODSR
44.9199,26.9768,PGOR
45.8512,26.6498,PLOR
47.3616,26.2276,PRAR
45.5007,27.8302,SCHL
46.2653,21.663,SIRR
45.754,22.1246,SURR
46.5284,24.5222,TGMR
44.5858,28.0419,TLB
44.5445,28.0467,TLBR
45.652,24.273,TNR
45.5939,27.6687,TUDR
46.6415,27.7911,VASR
48.9333,22.2731,KOLS
49.1894,20.2339,SPC/SK10A
48.4939,18.836,VYHS
46.4342,15.0246,ZALS
46.010799,15.6245,GOLS
45.9488,15.3177,LEGS
46.061199,14.9977,PDKS
41.129,27.736,CRLT
40.747895,27.327514,GAZK
40.398,26.4742,GELI
41.6308,27.5238,PHSR
40.6875,27.1777,RKY
49.8186,24.0318,LVV
