36.385841,25.429562,30,THT1
36.4159,25.4282,30,SNT1
36.6106,27.1309,30,NISR
37.1609,24.4853,30,SERI
37.2497,21.013,30,STRF
37.6144,23.1189,30,EPID
37.67883,12.7556,30,CAVT
37.79082,12.92242,30,MFNL
37.80162,13.00433,30,CRJA
37.851123,20.696265,30,ORTH
37.8902,22.8692,30,ACOR
37.89337,12.75932,30,MTGR
37.9879,22.9743,30,LOUT
38.0357,22.6634,30,THAL
38.0606,23.4662,30,MDRA
38.07794,23.93306,30,DION
38.114,20.5841,30,PSDA
38.1642,23.3122,30,VILL
38.30811,21.89204,30,ROD3
38.321825,22.184363,30,PSAM
38.39341,21.87263,30,MALA
38.3959,21.72277,30,AGRP
38.415536,21.945772,30,MG05
38.621,20.656,30,EVGI
38.64956,22.99886,30,LKR
38.6839,20.5746,30,DRAG
38.7664,22.659,30,AXAR
40.19588,21.13842,30,PENT
40.398,26.4742,30,GELI
40.4861,15.458,30,SRN3
40.6319,22.9628,30,THE
40.6875,27.1777,30,RKY
40.746222,13.943825,30,IPSM
40.747895,27.327514,30,GAZK
40.75909,13.872129,30,IVLC
40.761401,14.034938,30,PTMR
40.7817,21.3836,30,FNA
40.9298,15.3331,30,AND3
41.129,27.736,30,CRLT
41.6308,27.5238,30,PHSR
41.6942,24.7388,30,RZN
42.040012,19.900001,30,PUK
42.1469,24.7475,30,PLD
42.467,26.583,30,JMB
42.5137,24.1734,30,PGB
42.6007,18.31235,30,STA
42.669083,18.14687,30,DBRK
42.768552,16.891928,30,LSTV
42.8345,22.6513,30,TRAN
42.857,23.2793,30,BLSH
42.868614,11.67894,30,SF11
42.8716,17.6999,30,STON
43.1602,27.4099,30,PRD
43.287712,17.019674,30,MAKA
43.5479,7.1312,30,EILF
43.608877,16.784453,30,CACV
43.631413,10.504497,30,VRG01
43.9545,11.5327,30,VMGN
44.004883,16.404696,30,KIJV
44.1168,27.8009,30,ICOR
44.1779,28.4224,30,MFTR
44.188961,11.43431,30,VISG
44.3207,28.0624,30,CVD1
44.37408,4.7697400000000005,30,ADHE
44.531422,15.769351,30,UDBI
44.5445,28.0467,30,TLBR
44.56347,14.87105,30,NVLJ
44.5858,28.0419,30,TLB
44.6102,27.3351,30,AMRR
44.688436,15.270319,30,KSY
44.7815,21.7128,30,MDVR
44.881,22.416,30,HERR
44.9199,26.9768,30,PGOR
44.941426,5.672365,30,AVP
44.95068,5.653199,30,AVR
44.972003,14.751474,30,BSKA
45.2926,13.8167,30,A253A
45.325086,14.483006,30,RIY
45.494952,13.501932,30,SAVD
45.5007,27.8302,30,SCHL
45.5481,26.7099,30,BISRR
45.5939,27.6687,30,TUDR
45.61527,15.467266,30,OZLJ
45.652,24.273,30,TNR
45.754,22.1246,30,SURR
45.827084,15.98687,30,ZAG
45.8512,26.6498,30,PLOR
45.887,22.898,30,DEV
45.9488,15.3177,30,LEGS
46.010799,15.6245,30,GOLS
46.0266,12.5005,30,POLC
46.0605,27.408,30,GHRR
46.061199,14.9977,30,PDKS
46.1551,16.0686,30,LOBO
46.2653,21.663,30,SIRR
46.275,13.1386,30,GEPF
46.2969,25.2919,30,ODSR
46.4342,15.0246,30,ZALS
46.4733,28.2467,30,LEOM
46.5284,24.5222,30,TGMR
46.5293,29.8723,30,PURM
46.6415,27.7911,30,VASR
46.676,23.1189,30,MARR
46.7133,23.5981,30,CJR
46.9551,26.5009,30,GIRR
46.9975,28.8175,30,KIS
47.0902,21.7856,30,BORR
47.1499,22.9494,30,MESR
47.3616,26.2276,30,PRAR
47.6147,25.2167,30,BUR01
47.6326,25.2175,30,BUR05
47.633,25.1805,30,BUR32
47.6728,23.4969,30,BMR
48.135,28.3513,30,SORM
48.2073,26.609,30,DRBR
48.4939,18.836,30,VYHS
48.9333,22.2731,30,KOLS
49.1894,20.2339,30,SPC/SK10A
49.8186,24.0318,30,LVV
